t,ulW,ulB,PCC_P,PCC_Q
0.0034681095469396763,0.22313077135965484,0.24820927822104122,0.22518930160848655,-0.07103418147234328
0.003568109544413464,0.25728414421785345,0.28346668210265236,0.22777310712822063,-0.12472281351677146
0.0036681095418872513,0.2939103849482852,0.3251525311523195,0.2386004777999174,-0.17994371614216226
0.003768109539361039,0.28750898115337575,0.31845055694382507,0.24102460354092808,-0.1694750734158768
0.0038681095368348264,0.23530240272486302,0.27334420946038734,0.2224432811747876,-0.11013225056416524
0.003968109534308614,0.24224982066525377,0.26437103154258107,0.2140921623247837,-0.08651077838182474
0.004068109531782401,0.26827103520544754,0.29846789646670724,0.21457660515786545,-0.14639117076608252
0.004168109529256189,0.29080355381929895,0.32621892008992154,0.2127438299876236,-0.1867324532416848
0.0042681095267299764,0.26878109505919673,0.2991165224856045,0.21410805836337884,-0.1405612459971756
0.004368109524203764,0.24170052811741183,0.2721904339681801,0.2067042627933246,-0.09541778806815464
0.0044681095216775515,0.24961960036881276,0.2806549365522815,0.2006670984073163,-0.11633654006159487
0.004568109519151339,0.2757636223697249,0.3039749710679605,0.1954634846573284,-0.15804162891592857
0.0046681095166251265,0.2839968526544103,0.3132080232252308,0.19229257700147245,-0.16697050296568242
0.004768109514098914,0.26159308514000446,0.29254141358959346,0.19330788753844425,-0.12776125874789435
0.0048681095115727015,0.25842686434181783,0.2820719041856398,0.19819093773080912,-0.09772609109028818
0.004968109509046489,0.25821532701410693,0.2908260629340531,0.19087011861976766,-0.1318848032010513
0.005068109506520277,0.2749318433679064,0.30334692085149284,0.17338933707733614,-0.16506328604847711
0.005168109503994064,0.2744623527107735,0.30219592978513443,0.17624119562537183,-0.14684751269054927
0.005268109501467852,0.2647301426106417,0.29278563312613837,0.18446411680773594,-0.11630312355750468
0.005368109498941639,0.2739673388148339,0.2906388274800738,0.18673926774187893,-0.11446092714078239
0.005468109496415427,0.26083122115723706,0.2944008204491184,0.17805341966592278,-0.13964011017312902
0.005568109493889214,0.2683709925544681,0.29751224586526615,0.1609157172797503,-0.15566530528139733
0.005668109491363002,0.26930996889321246,0.2958583517204428,0.16105396849628986,-0.137289686165537
0.005768109488836789,0.2726307069737312,0.29890091844699795,0.17828718415564132,-0.11385201527050645
0.005868109486310577,0.2709837608798186,0.2974249520948989,0.17953841185725283,-0.12442790513356097
0.005968109483784364,0.25833237853007607,0.2898040113769317,0.1586933426993473,-0.14416182989294932
0.006068109481258152,0.2616264507944188,0.29144425706212035,0.1494417726885612,-0.14213771848552303
0.006168109478731939,0.26644765759875044,0.29715039734642695,0.15475110344716694,-0.12966994697665055
0.006268109476205727,0.27823804967480914,0.30238804695395777,0.16752797201403305,-0.12131060468284097
0.006368109473679514,0.2702627266865754,0.2981585028971041,0.1675867375167625,-0.12904324008313622
0.006468109471153302,0.25506081777967465,0.2865345219487581,0.14574813700228675,-0.1407270008033757
0.006568109468627089,0.2654854571225123,0.289073710043811,0.1370636695349687,-0.1359714743639081
0.006668109466100877,0.27444582516966104,0.30482328213225207,0.15244138344747732,-0.12666541654371144
0.006768109463574664,0.28286605010401217,0.3064935447357518,0.16241995002993764,-0.12658191592362694
0.006868109461048452,0.27551214260583246,0.29132404105709214,0.1515099944255452,-0.13119246960125475
0.006968109458522239,0.2570002403740817,0.2875549447896554,0.13831982732797748,-0.13436442682277377
0.007068109455996027,0.26292625035833433,0.29440295610578787,0.13558545546818743,-0.1311730954906005
0.007168109453469814,0.2894679738369271,0.30498478358842934,0.14763017382971746,-0.12441070662176038
0.007268109450943602,0.2844952289574664,0.3065737634205418,0.157900228960147,-0.12497655133235372
0.0073681094484173894,0.26732750116542797,0.2893469657757289,0.14312421419236715,-0.13067546167891475
0.007468109445891177,0.2589378190091087,0.2857905705089333,0.12914790064485537,-0.13077393137171486
0.0075681094433649645,0.26274958255257086,0.29932097900855714,0.1345448830198364,-0.1261026456168556
0.007668109440838752,0.28840991532401955,0.3053967890380042,0.14481162705610548,-0.12234583930631006
0.0077681094383125395,0.28163347526637356,0.29978609629048036,0.14640995629472695,-0.12403485409791189
0.007868109435786327,0.2607964622985462,0.29070773113199466,0.1354488722946038,-0.12896360197875376
0.007968109433260115,0.26085031331808656,0.2883361826924535,0.1241398917286277,-0.12811853340447038
0.008068109430733902,0.26841892303328274,0.29894910426441745,0.12905412783028777,-0.12270264916648814
0.00816810942820769,0.2751498455960697,0.30686301404747346,0.14096666484279838,-0.1207986143531775
0.008268109425681477,0.2693849652744917,0.2936022578031584,0.13559379560724755,-0.12295302101448168
0.008368109423155265,0.26198793094556777,0.28578929313980256,0.12165597447258453,-0.1265597526976194
0.008468109420629052,0.2606400480742524,0.2958193877172974,0.11909368916326815,-0.1276001605141904
0.00856810941810284,0.28599608344804506,0.30343775468214806,0.12601226702591642,-0.12352069865524509
0.008668109415576627,0.2872517556476248,0.3046238719411008,0.13426563467232275,-0.12177755301759406
0.008768109413050415,0.2680273155709831,0.2952693731301354,0.1299112865400359,-0.12468818861082394
0.008868109410524202,0.2609538198209048,0.28612120534222596,0.11612386942586034,-0.125674469190238
0.00896810940799799,0.26270027858122896,0.29510658981401783,0.11445061528987524,-0.12407671444609288
0.009068109405471777,0.28222729297463617,0.3064067721032578,0.12465010637039683,-0.12175977320158107
0.009168109402945565,0.2834043417920193,0.301287835323652,0.12855599795246261,-0.1211215699739732
0.009268109400419352,0.2662536341085053,0.29161530223382065,0.12048100891181535,-0.12401545485073925
0.00936810939789314,0.2592161881773882,0.29078680510572613,0.11179272445139361,-0.12514357196648823
0.009468109395366927,0.26504740495132995,0.29595397693394615,0.11145201181782283,-0.12143783410553056
0.009568109392840715,0.2836246919624855,0.3041249743505792,0.1197896031665902,-0.11974894636672068
0.009668109390314502,0.2779222399373957,0.30176227713468357,0.1230136771043416,-0.12202167217394516
0.00976810938778829,0.26501443630137284,0.2899127407370198,0.11314045997904573,-0.12356914078234124
0.009868109385262077,0.2575448103043479,0.29063335700351833,0.1056212374057715,-0.12315372637525905
0.009968109382735865,0.27197832226878693,0.2996477353367384,0.1090249842899493,-0.12085862502225776
0.010068109380209652,0.2842142067665042,0.303158197915946,0.1157413279566053,-0.11998312008881501
0.01016810937768344,0.45327211609484874,0.302982930070788,0.10658384333257497,-0.12528559314975682
0.010268109375157227,0.4876609445538129,0.31910445045287955,0.09104292929528533,-0.11312539439277494
0.010368109372631015,0.4916907657506326,0.3295460730121376,0.11594676747062474,-0.04686805468607182
0.010468109370104802,0.42685267604944865,0.31579808282852806,0.12784910608989178,0.03783493834234434
0.01056810936757859,0.3628316763810342,0.30402688394411087,0.11696987699513157,0.06658737338384033
0.010668109365052377,0.37133574779316864,0.28220015858993214,0.11056877392164455,0.05692437678800604
0.010768109362526165,0.4024988190784249,0.2992162898182695,0.12425497706804971,0.08932689203377446
0.010868109359999953,0.3909322470778761,0.3176531479684024,0.11793165633018073,0.17170223481089122
0.01096810935747374,0.3524075857528108,0.3280116548204136,0.07663362664872864,0.22027330841572013
0.011068109354947528,0.32103556258364613,0.3040914454754417,0.07494622399453398,0.19727684651053098
0.011168109352421315,0.33308311148015496,0.27751696727685476,0.09835847753431652,0.17805846705892758
0.011268109349895103,0.3601314060249175,0.2942746513547331,0.10230978861406691,0.23067062749990003
0.01136810934736889,0.38118578916992424,0.33434256357720804,0.04760491515037306,0.3115343016217736
0.011468109344842678,0.4240994428109259,0.3591939387811762,0.01540299255481384,0.3238655090575267
0.011568109342316465,0.3529242242733879,0.31581709888763865,0.04921065537156208,0.2634780704556574
0.011668109339790253,0.32770174096629123,0.27818240364490837,0.08955664859479065,0.2299204931782303
0.01176810933726404,0.3502146730290567,0.294193998850683,0.08302292521511608,0.28172598000066224
0.011868109334737828,0.4568643738634738,0.34796375146529546,0.00948101940526837,0.35951004013799504
0.011968109332211615,0.6989777389975588,0.3975639687487034,-0.009330633741029626,0.36894644009043814
0.012068109329685403,0.5309969300095801,0.36699269929529627,0.05424407040434408,0.2936715765947441
0.01216810932715919,0.32717177140430936,0.2889812659129979,0.1082966254644266,0.20549060423404117
0.012268109324632978,0.32749076198881094,0.26855656913431675,0.13001557223314084,0.20423521689933002
0.012368109322106765,0.3478699619885495,0.3053941792951075,0.07089757204425975,0.3011289749242063
0.012468109319580553,0.6246799031261259,0.38927037097710493,0.00027438800247301385,0.3744504303218711
0.01256810931705434,0.6768172032127113,0.4119843576996064,0.050512700300934986,0.3373536805518433
0.012668109314528128,0.34398090080445626,0.32023392307635284,0.11985016294341673,0.21907250451439458
0.012768109312001915,0.3107992227491758,0.24870365030083122,0.14326061996266798,0.1491261265505445
0.012868109309475703,0.31907153624956114,0.2712214286983077,0.12116190168160633,0.23193153958365767
0.01296810930694949,0.48876536256690567,0.36834824913041037,0.02653823585430466,0.3645286748122363
0.013068109304423278,0.7455280847470472,0.43732064702227585,0.03784994940531748,0.37775496156662836
0.013168109301897065,0.42191417813441706,0.3536453048122971,0.1184451176030453,0.25173794918143105
0.013268109299370853,0.2899362712518017,0.23975605728988136,0.13982060006204258,0.13072873902818652
0.01336810929684464,0.31673279518191755,0.2550120646867505,0.14526379343817178,0.18050102817441552
0.013468109294318428,0.40326316288453695,0.3489134759999781,0.05854519414508128,0.3448753633375864
0.013568109291792215,0.7618455739312185,0.4479685660844051,0.02851796367698687,0.4044587220545797
0.013668109289266003,0.5814068392535533,0.3905808726404492,0.10873127950744672,0.28837181293523473
0.013718109288002897,0.3749184204076162,0.3138936859987134,0.12229616940790095,0.21001411136476125
0.013768609286727159,0.2891485443329246,0.26890527728698754,0.13208023865615426,0.1643109865531768
0.013835718919583321,0.30320334025392237,0.2590427443410583,0.1388940463335671,0.16334556943883938
0.013935718917057109,0.32689514623795474,0.29051027306239763,0.1185822135705059,0.2421873362332536
0.014035718914530896,0.47570488890417856,0.36432856584242634,0.05837081641598292,0.34026423500740394
0.014135718912004684,0.6011393212903628,0.39687069560847543,0.06768790615107743,0.33580648638062377
0.014235718909478471,0.3452133209228897,0.3237355287998473,0.11593978938354098,0.2333939284648129
0.014335718906952259,0.29099462447374574,0.25301098585608034,0.13928868104035233,0.15597282213713254
0.014435718904426046,0.31314278850324984,0.27093290547597454,0.13400832450113198,0.21491806008199535
0.014535718901899834,0.44051260635059264,0.35275770941159135,0.05492020519304955,0.3441551426443042
0.014635718899373621,0.6966675316755978,0.42286018995699926,0.04273389289458145,0.373368547581929
0.014735718896847409,0.5171157983126347,0.36318705895825265,0.10963930059863923,0.26624239637184033
0.014785718895584303,0.35985232696168995,0.3053333007065933,0.1238068859300949,0.2064255287310398
0.014836218894308565,0.2945861926491954,0.27475796535861763,0.1321320520661829,0.17737020416323285
0.014903328527164727,0.3023620082594775,0.26872012471697504,0.1347946354678246,0.18468486063098016
0.015003328524638515,0.3254489106391893,0.29593209648002805,0.10903375649836332,0.25307628537445426
0.015153328520849196,0.5393623432991317,0.37541283984368645,0.05633973036889993,0.33608247865939955
0.015303328517059877,0.43968333666956017,0.3477001959269791,0.10650587794543592,0.2642618565406853
0.015403328514533665,0.2942359011973211,0.27488868549072487,0.13229279370400468,0.1838286765872469
0.015503328512007452,0.30012500873718495,0.2641790832263165,0.13348861092365585,0.195044780651565
0.01560332850948124,0.34906980559179585,0.31456561686341733,0.0835939794395612,0.29170355176422835
0.01570332850695503,0.5818278730187434,0.38628345328241215,0.04589657802738086,0.35200905115218484
0.015803328504428817,0.5698026351696339,0.3813971531464369,0.0867292501296121,0.30378643260847865
0.015903328501902604,0.30569382533116807,0.2958240173094404,0.12528649906919595,0.19946976401533148
0.01600332849937639,0.2947908243953035,0.2535171380875167,0.1403295670485014,0.15977900059382277
0.01610332849685018,0.3221897167272447,0.2888916554684192,0.11397587605093835,0.2474967369206829
0.016203328494323967,0.5270287624232511,0.37650508844895647,0.04563382131215222,0.3531688533994211
0.016303328491797754,0.6480301709849857,0.4112177741451974,0.06761575105912818,0.3390945964721202
0.01640332848927154,0.3469964696672929,0.32106059432298356,0.1217271378445503,0.21815504735053903
0.01650332848674533,0.2877294797324335,0.24450867614179214,0.14094631052170603,0.13374641986094474
0.016603328484219117,0.31561478470158744,0.27217668560941494,0.13653851827982472,0.20646788740920677
0.016703328481692904,0.4802176638848082,0.3662483711938133,0.05326023769495724,0.3482980563838681
0.016803328479166692,0.707604262380166,0.4373440392718648,0.05276718915438791,0.3693378534498039
0.01690332847664048,0.4539239008490041,0.35000201017969745,0.12173690747404935,0.23812118984547342
0.016953328475377373,0.32397014485293196,0.286144802701965,0.13066701793364188,0.17622283285680967
0.017003828474101635,0.28868891068729086,0.2622773573970717,0.1347751409454,0.1537211494557457
0.017070938106957798,0.3034074364953325,0.26684659792463494,0.1357768478721929,0.17499321657190112
0.017170938104431585,0.3380635057534172,0.3065452170441721,0.10460205551365677,0.2589946310292479
0.017270938101905373,0.49702917347595926,0.3701630458242787,0.06257072522862334,0.32727072443409566
0.01737093809937916,0.5195226356986815,0.3737943792420683,0.08554565213170484,0.29637203680231516
0.017470938096852948,0.3113669656070306,0.29954685514208473,0.12073470242902462,0.20407959523191
0.017570938094326735,0.29501804731350745,0.25908565676828554,0.1365474957191268,0.1662419332092043
0.017670938091800523,0.32190469311464387,0.2888424647860091,0.11419610317398961,0.24248979256780975
0.01777093808927431,0.49415679779927246,0.36644441601854644,0.05112397944404707,0.3396784823511136
0.017870938086748098,0.6052271629267251,0.40036685030496816,0.06504258233399646,0.3310816582863307
0.017970938084221885,0.36088015428552045,0.3225126939714255,0.11526525072751194,0.2240464184290689
0.018070938081695673,0.2884744208031953,0.25205139279348393,0.13624495740232329,0.14829307155170765
0.01817093807916946,0.3142037601291195,0.274098693361242,0.13078164059726538,0.21022322950599576
0.018270938076643248,0.45869903639462084,0.3571078043423702,0.057262725855542,0.3352863104119613
0.018370938074117035,0.6520035651103512,0.42029663872843626,0.05164548165774706,0.35632055982786004
0.018470938071590823,0.457748995171744,0.3481781467562667,0.11266327992522414,0.24368239089226848
0.018520938070327717,0.33497888097188244,0.2931704943875923,0.12395284694006736,0.18946157704039973
0.01857143806905198,0.2931994411030768,0.2699577531300881,0.12943246700285546,0.16900471725994556
0.01863854770190814,0.30428881235101896,0.27122207340077004,0.12981002771136743,0.1858182448581107
0.01873854769938193,0.33960573961305107,0.30548736244933167,0.10152373671086827,0.25816488100844914
0.018838547696855716,0.47814980671294594,0.3623787580902602,0.06316158362854904,0.319803125444504
0.018938547694329504,0.5030305655693613,0.36749898147345805,0.08140577591511373,0.2945758561331555
0.01903854769180329,0.32522547804695795,0.30366093234658176,0.11467817810578519,0.21384356348188938
0.01913854768927708,0.29729699449395286,0.26501959438281236,0.12986451582074057,0.17909853606559217
0.019238547686750866,0.3248153577077077,0.29026836329510364,0.11009026917855406,0.24333785537096123
0.019338547684224654,0.4729948343899212,0.3581740277519662,0.05577347891541743,0.32894508402028133
0.01943854768169844,0.5670777416253038,0.38879231236694217,0.06404771605362582,0.32411263886628583
0.01953854767917223,0.37794703999816,0.32350816230021867,0.10843064383502081,0.23209069061539608
0.019638547676646016,0.2917579734772089,0.2607216403520283,0.1299493722421843,0.1658531870343039
0.019738547674119804,0.3153732407579849,0.27752688532970093,0.1245831168641892,0.2159708985873915
0.01983854767159359,0.4401100785735054,0.3477575828992707,0.06365747254564057,0.32223193754603846
0.01993854766906738,0.5960086168712371,0.40249604762755276,0.052930371619935385,0.34440699158258925
